TIME,TORQUE,PASD,PASP
19794, 484.00, 0.00, 0.00
19822, 481.00, 0.00, 0.00
19849, 481.00, 0.00, 0.00
19876, 482.00, 0.00, 0.00
19903, 480.00, 0.00, 0.00
19930, 478.00, 0.00, 0.00
19957, 485.00, 0.00, 0.00
19984, 485.00, 0.00, 0.00
20012, 484.00, 0.00, 0.00
20038, 481.00, 0.00, 0.00
20065, 479.00, 0.00, 0.00
20092, 484.00, 0.00, 0.00
20119, 480.00, 0.00, 0.00
20147, 480.00, 0.00, 0.00
20173, 482.00, 0.00, 0.00
20200, 481.00, 0.00, 0.00
20228, 486.00, 0.00, 0.00
20254, 478.00, 0.00, 0.00
20282, 479.00, 0.00, 0.00
20308, 486.00, 0.00, 0.00
20335, 483.00, 0.00, 0.00
20363, 481.00, 0.00, 0.00
20389, 479.00, 0.00, 0.00
20417, 482.00, 0.00, 0.00
20444, 486.00, 0.00, 0.00
20470, 483.00, 0.00, 0.00
20498, 471.00, 0.00, 0.00
20525, 481.00, 0.00, 0.00
20552, 480.00, 0.00, 0.00
20579, 483.00, 0.00, 0.00
20605, 480.00, 0.00, 0.00
20633, 483.00, 0.00, 0.00
20660, 484.00, 0.00, 0.00
20687, 484.00, 0.00, 0.00
20714, 480.00, 0.00, 0.00
20742, 486.00, 0.00, 0.00
20768, 488.00, 0.00, 0.00
20795, 486.00, 0.00, 0.00
20823, 487.00, 0.00, 0.00
20849, 485.00, 0.00, 0.00
20877, 490.00, 0.00, 0.00
20903, 489.00, 0.00, 0.00
20930, 484.00, 0.00, 0.00
20958, 488.00, 0.00, 0.00
20984, 491.00, 0.00, 0.00
21012, 491.00, 0.00, 0.00
21039, 487.00, 0.00, 0.00
21065, 487.00, 0.00, 0.00
21093, 492.00, 0.00, 0.00
21120, 493.00, 0.00, 0.00
21147, 489.00, 0.00, 0.00
21174, 491.00, 0.00, 0.00
21200, 486.00, 0.00, 0.00
21228, 486.00, 0.00, 0.00
21255, 495.00, 0.00, 0.00
21282, 493.00, 0.00, 0.00
21309, 495.00, 0.00, 0.00
21336, 490.00, 0.00, 0.00
21363, 491.00, 0.00, 0.00
21390, 493.00, 0.00, 0.00
21417, 485.00, 0.00, 0.00
21444, 492.00, 0.00, 0.00
21471, 486.00, 0.00, 0.00
21498, 489.00, 0.00, 0.00
21525, 493.00, 0.00, 0.00
21553, 489.00, 0.00, 0.00
21579, 490.00, 0.00, 0.00
21607, 488.00, 0.00, 0.00
21634, 491.00, 0.00, 0.00
21660, 494.00, 0.00, 0.00
21688, 494.00, 0.00, 0.00
21714, 488.00, 0.00, 0.00
21742, 491.00, 0.00, 0.00
21769, 491.00, 0.00, 0.00
21795, 491.00, 0.00, 0.00
21823, 486.00, 0.00, 0.00
21850, 488.00, 0.00, 0.00
21877, 493.00, 0.00, 0.00
21904, 491.00, 0.00, 0.00
21931, 488.00, 0.00, 0.00
21958, 486.00, 0.00, 0.00
21985, 494.00, 0.00, 0.00
22012, 495.00, 0.00, 0.00
22039, 496.00, 0.00, 0.00
22066, 487.00, 991.00, 0.00
22095, 493.00, 995.00, 0.00
22124, 490.00, 995.00, 0.00
22154, 493.00, 1000.00, 0.00
22183, 488.00, 992.00, 0.00
22213, 492.00, 997.00, 0.00
22242, 495.00, 1000.00, 0.00
22273, 489.00, 992.00, 0.00
22301, 488.00, 997.00, 0.00
22330, 491.00, 993.00, 0.00
22360, 490.00, 999.00, 0.00
22388, 493.00, 995.00, 0.00
22418, 490.00, 994.00, 0.00
22447, 493.00, 998.00, 0.00
22476, 495.00, 998.00, 999.00
22507, 493.00, 997.00, 995.00
22539, 497.00, 998.00, 998.00
22569, 492.00, 996.00, 996.00
22600, 494.00, 996.00, 998.00
22632, 488.00, 0.00, 990.00
22661, 492.00, 0.00, 995.00
22690, 492.00, 0.00, 994.00
22719, 492.00, 0.00, 994.00
22749, 482.00, 0.00, 0.00
22775, 486.00, 0.00, 0.00
22802, 485.00, 0.00, 0.00
22830, 490.00, 0.00, 0.00
22856, 491.00, 0.00, 0.00
22884, 487.00, 0.00, 0.00
22910, 494.00, 0.00, 0.00
22938, 492.00, 0.00, 0.00
22965, 492.00, 0.00, 0.00
22991, 498.00, 0.00, 0.00
23019, 486.00, 991.00, 0.00
23048, 492.00, 1000.00, 0.00
23078, 495.00, 998.00, 0.00
23107, 492.00, 0.00, 0.00
23134, 491.00, 0.00, 0.00
23161, 491.00, 995.00, 0.00
23190, 487.00, 997.00, 0.00
23220, 492.00, 996.00, 0.00
23248, 489.00, 996.00, 0.00
23278, 491.00, 997.00, 0.00
23307, 497.00, 998.00, 0.00
23335, 492.00, 1000.00, 0.00
23366, 490.00, 996.00, 0.00
23395, 496.00, 1000.00, 0.00
23426, 494.00, 992.00, 0.00
23454, 491.00, 998.00, 0.00
23484, 485.00, 989.00, 0.00
23513, 493.00, 995.00, 0.00
23542, 491.00, 999.00, 0.00
23571, 494.00, 999.00, 0.00
23600, 488.00, 994.00, 0.00
23629, 497.00, 1002.00, 0.00
23659, 493.00, 993.00, 0.00
23689, 486.00, 998.00, 0.00
23717, 489.00, 992.00, 0.00
23747, 485.00, 994.00, 0.00
23776, 495.00, 996.00, 0.00
23805, 492.00, 1000.00, 0.00
23835, 489.00, 992.00, 0.00
23864, 493.00, 995.00, 0.00
23894, 488.00, 994.00, 0.00
23922, 493.00, 996.00, 0.00
23952, 488.00, 992.00, 0.00
23981, 490.00, 996.00, 0.00
24010, 491.00, 997.00, 0.00
24039, 489.00, 997.00, 0.00
24068, 491.00, 992.00, 0.00
24097, 492.00, 999.00, 0.00
24126, 492.00, 995.00, 0.00
24156, 495.00, 996.00, 0.00
24184, 488.00, 996.00, 0.00
24214, 494.00, 998.00, 0.00
24243, 494.00, 997.00, 0.00
24272, 496.00, 998.00, 0.00
24301, 489.00, 996.00, 0.00
24330, 495.00, 997.00, 0.00
24359, 487.00, 0.00, 0.00
24386, 492.00, 0.00, 0.00
24414, 494.00, 0.00, 0.00
24440, 493.00, 0.00, 0.00
24467, 487.00, 0.00, 0.00
24495, 493.00, 0.00, 0.00
24521, 491.00, 0.00, 0.00
24549, 493.00, 0.00, 0.00
24576, 493.00, 0.00, 0.00
24603, 496.00, 0.00, 0.00
24630, 497.00, 0.00, 0.00
24656, 487.00, 0.00, 0.00
24684, 490.00, 0.00, 0.00
24711, 490.00, 0.00, 0.00
24738, 495.00, 0.00, 0.00
24765, 488.00, 0.00, 0.00
24792, 491.00, 0.00, 0.00
24819, 492.00, 0.00, 0.00
24846, 496.00, 0.00, 0.00
24873, 493.00, 0.00, 0.00
24900, 489.00, 0.00, 0.00
24927, 492.00, 0.00, 0.00
24954, 495.00, 0.00, 0.00
24981, 493.00, 0.00, 0.00
25009, 491.00, 0.00, 0.00
25035, 490.00, 0.00, 0.00
25062, 493.00, 0.00, 0.00
25090, 491.00, 0.00, 0.00
25116, 494.00, 0.00, 0.00
25144, 493.00, 0.00, 0.00
25170, 493.00, 0.00, 0.00
25197, 496.00, 0.00, 0.00
25225, 496.00, 0.00, 0.00
25251, 495.00, 0.00, 0.00
25279, 495.00, 0.00, 996.00
25308, 491.00, 0.00, 996.00
25337, 493.00, 0.00, 993.00
25366, 488.00, 0.00, 996.00
25395, 499.00, 0.00, 997.00
25424, 498.00, 0.00, 999.00
25453, 496.00, 0.00, 999.00
25483, 494.00, 0.00, 994.00
25511, 487.00, 0.00, 991.00
25541, 498.00, 0.00, 992.00
25570, 489.00, 0.00, 993.00
25598, 492.00, 0.00, 993.00
25628, 492.00, 0.00, 994.00
25657, 492.00, 0.00, 998.00
25687, 491.00, 0.00, 989.00
25715, 485.00, 0.00, 992.00
25745, 494.00, 0.00, 994.00
25774, 492.00, 0.00, 994.00
25803, 485.00, 0.00, 983.00
25832, 490.00, 0.00, 997.00
25861, 489.00, 0.00, 998.00
25890, 496.00, 0.00, 991.00
25919, 495.00, 0.00, 995.00
25949, 497.00, 0.00, 999.00
25977, 495.00, 0.00, 997.00
26007, 494.00, 0.00, 992.00
26036, 491.00, 0.00, 988.00
26064, 495.00, 0.00, 996.00
26094, 494.00, 0.00, 993.00
26123, 494.00, 0.00, 997.00
26152, 490.00, 0.00, 0.00
26179, 494.00, 0.00, 0.00
26207, 499.00, 0.00, 0.00
26233, 482.00, 0.00, 0.00
26260, 493.00, 0.00, 0.00
26288, 494.00, 0.00, 0.00
26314, 500.00, 0.00, 0.00
26342, 495.00, 0.00, 0.00
26369, 492.00, 0.00, 0.00
26395, 498.00, 0.00, 0.00
26423, 497.00, 0.00, 0.00
26449, 498.00, 1000.00, 0.00
26480, 498.00, 1001.00, 0.00
26510, 496.00, 999.00, 0.00
26540, 491.00, 994.00, 0.00
26568, 495.00, 992.00, 0.00
26597, 498.00, 997.00, 0.00
26627, 494.00, 994.00, 0.00
26655, 496.00, 990.00, 0.00
26685, 495.00, 995.00, 0.00
26714, 498.00, 999.00, 0.00
26743, 496.00, 999.00, 0.00
26772, 501.00, 998.00, 0.00
26802, 499.00, 994.00, 0.00
26830, 496.00, 988.00, 0.00
26859, 497.00, 998.00, 0.00
26889, 500.00, 995.00, 0.00
26917, 495.00, 993.00, 0.00
26947, 501.00, 996.00, 0.00
26976, 495.00, 997.00, 0.00
27005, 502.00, 998.00, 0.00
27034, 496.00, 997.00, 0.00
27063, 494.00, 995.00, 0.00
27092, 499.00, 993.00, 0.00
27121, 504.00, 1001.00, 0.00
27152, 498.00, 997.00, 0.00
27181, 501.00, 1000.00, 0.00
27211, 495.00, 994.00, 0.00
27240, 505.00, 999.00, 999.00
27272, 494.00, 990.00, 995.00
27302, 500.00, 992.00, 990.00
27334, 500.00, 995.00, 997.00
27365, 504.00, 998.00, 1002.00
27398, 502.00, 995.00, 995.00
27428, 500.00, 995.00, 996.00
27459, 490.00, 989.00, 0.00
27489, 501.00, 996.00, 0.00
27517, 502.00, 996.00, 0.00
27547, 501.00, 997.00, 0.00
27576, 501.00, 996.00, 0.00
27606, 497.00, 994.00, 0.00
27634, 500.00, 995.00, 0.00
27664, 498.00, 997.00, 0.00
27693, 499.00, 994.00, 0.00
27721, 500.00, 990.00, 0.00
27751, 502.00, 997.00, 0.00
27780, 501.00, 999.00, 0.00
27809, 498.00, 999.00, 0.00
27838, 502.00, 997.00, 0.00
27868, 502.00, 999.00, 0.00
27896, 502.00, 997.00, 0.00
27925, 504.00, 994.00, 0.00
27955, 505.00, 998.00, 0.00
27983, 500.00, 994.00, 0.00
28013, 506.00, 999.00, 0.00
28042, 503.00, 1001.00, 0.00
28072, 506.00, 997.00, 0.00
28101, 499.00, 996.00, 0.00
28131, 499.00, 998.00, 0.00
28160, 502.00, 996.00, 0.00
28188, 495.00, 987.00, 0.00
28218, 501.00, 995.00, 0.00
28247, 506.00, 999.00, 0.00
28276, 505.00, 997.00, 0.00
28305, 501.00, 996.00, 0.00
28335, 499.00, 996.00, 0.00
28363, 505.00, 1000.00, 0.00
28393, 502.00, 1000.00, 0.00
28424, 498.00, 995.00, 0.00
28452, 499.00, 992.00, 0.00
28482, 510.00, 997.00, 0.00
28511, 506.00, 995.00, 0.00
28540, 503.00, 994.00, 0.00
28569, 499.00, 990.00, 0.00
28599, 503.00, 997.00, 0.00
28627, 498.00, 992.00, 0.00
28656, 508.00, 998.00, 0.00
28686, 496.00, 991.00, 0.00
28715, 502.00, 994.00, 0.00
28744, 506.00, 993.00, 0.00
28773, 504.00, 994.00, 0.00
28803, 503.00, 994.00, 0.00
28831, 503.00, 995.00, 0.00
28860, 509.00, 993.00, 0.00
28890, 505.00, 997.00, 0.00
28918, 496.00, 984.00, 0.00
28948, 507.00, 999.00, 0.00
28977, 505.00, 995.00, 0.00
29006, 506.00, 1000.00, 0.00
29036, 500.00, 991.00, 0.00
29066, 505.00, 1001.00, 0.00
29095, 502.00, 993.00, 0.00
29124, 501.00, 995.00, 0.00
29154, 502.00, 992.00, 0.00
29182, 500.00, 991.00, 0.00
29212, 507.00, 994.00, 0.00
29241, 503.00, 995.00, 0.00
29271, 502.00, 992.00, 0.00
29299, 504.00, 1000.00, 0.00
29330, 503.00, 995.00, 0.00
29359, 505.00, 995.00, 0.00
29387, 500.00, 994.00, 0.00
29417, 505.00, 996.00, 0.00
29446, 503.00, 994.00, 0.00
29475, 507.00, 998.00, 0.00
29504, 506.00, 994.00, 0.00
29534, 507.00, 995.00, 0.00
29562, 502.00, 992.00, 0.00
29591, 507.00, 996.00, 0.00
29621, 503.00, 998.00, 0.00
29649, 506.00, 1001.00, 0.00
29680, 501.00, 992.00, 0.00
29709, 507.00, 996.00, 0.00
29739, 506.00, 996.00, 0.00
29767, 505.00, 993.00, 0.00
29797, 504.00, 997.00, 0.00
29826, 505.00, 996.00, 0.00
29854, 501.00, 989.00, 0.00
29884, 506.00, 993.00, 0.00
29913, 499.00, 994.00, 0.00
29942, 510.00, 998.00, 0.00
29971, 500.00, 990.00, 0.00
30001, 502.00, 998.00, 0.00
30029, 506.00, 995.00, 0.00
30058, 508.00, 999.00, 0.00
30088, 502.00, 996.00, 0.00
30116, 509.00, 1003.00, 0.00
30147, 503.00, 995.00, 0.00
30176, 498.00, 997.00, 0.00
30205, 503.00, 993.00, 0.00
30234, 502.00, 996.00, 0.00
30264, 503.00, 999.00, 0.00
30292, 506.00, 995.00, 0.00
30321, 498.00, 992.00, 0.00
30351, 505.00, 995.00, 0.00
30380, 505.00, 996.00, 0.00
30409, 496.00, 987.00, 0.00
30438, 499.00, 994.00, 0.00
30468, 505.00, 1000.00, 0.00
30497, 504.00, 994.00, 0.00
30527, 504.00, 998.00, 0.00
30556, 504.00, 995.00, 0.00
30584, 506.00, 990.00, 0.00
30614, 503.00, 998.00, 0.00
30643, 507.00, 999.00, 0.00
30672, 504.00, 995.00, 0.00
30701, 507.00, 998.00, 0.00
30731, 507.00, 998.00, 0.00
30759, 506.00, 996.00, 0.00
30788, 502.00, 994.00, 0.00
30818, 508.00, 997.00, 0.00
30846, 499.00, 992.00, 0.00
30876, 503.00, 997.00, 0.00
30905, 498.00, 996.00, 0.00
30935, 500.00, 998.00, 0.00
30963, 503.00, 997.00, 0.00
30993, 506.00, 1001.00, 0.00
31023, 499.00, 996.00, 0.00
31051, 496.00, 994.00, 0.00
31081, 495.00, 989.00, 0.00
31110, 500.00, 999.00, 0.00
31139, 483.00, 988.00, 0.00
31168, 490.00, 996.00, 0.00
31198, 493.00, 998.00, 0.00
31226, 496.00, 999.00, 0.00
31255, 490.00, 991.00, 0.00
31285, 493.00, 997.00, 0.00
31313, 494.00, 997.00, 0.00
31343, 493.00, 1002.00, 0.00
31373, 488.00, 997.00, 0.00
31403, 488.00, 990.00, 0.00
31431, 493.00, 995.00, 0.00
31461, 496.00, 995.00, 0.00
31490, 490.00, 996.00, 0.00
31518, 496.00, 997.00, 0.00
31548, 486.00, 997.00, 0.00
31577, 498.00, 999.00, 0.00
31606, 488.00, 993.00, 0.00
31635, 484.00, 994.00, 0.00
31665, 492.00, 994.00, 0.00
31693, 493.00, 996.00, 0.00
31722, 489.00, 996.00, 0.00
31752, 494.00, 997.00, 0.00
31780, 496.00, 997.00, 0.00
31810, 492.00, 996.00, 0.00
31839, 487.00, 994.00, 0.00
31868, 494.00, 998.00, 0.00
31897, 487.00, 993.00, 0.00
31927, 496.00, 997.00, 0.00
31955, 489.00, 996.00, 994.00
31986, 490.00, 992.00, 995.00
32018, 495.00, 999.00, 1000.00
32050, 493.00, 1001.00, 1002.00
32083, 492.00, 997.00, 997.00
32114, 492.00, 995.00, 997.00
32146, 489.00, 1000.00, 998.00
32178, 491.00, 997.00, 1000.00
32210, 493.00, 999.00, 999.00
32241, 494.00, 1000.00, 1002.00
32275, 494.00, 997.00, 997.00
32306, 488.00, 994.00, 989.00
32337, 491.00, 994.00, 1000.00
32369, 492.00, 995.00, 996.00
32401, 490.00, 998.00, 1001.00
32433, 482.00, 986.00, 991.00
32464, 488.00, 991.00, 991.00
32495, 491.00, 998.00, 998.00
32527, 490.00, 993.00, 1000.00
32559, 494.00, 996.00, 1003.00
32591, 491.00, 997.00, 1000.00
32623, 487.00, 991.00, 996.00
32654, 492.00, 994.00, 994.00
32686, 488.00, 998.00, 997.00
32716, 494.00, 1000.00, 1000.00
32750, 491.00, 1000.00, 1004.00
32783, 492.00, 997.00, 1001.00
32816, 490.00, 996.00, 1000.00
32847, 493.00, 997.00, 994.00
32879, 492.00, 998.00, 996.00
32910, 491.00, 993.00, 995.00
32942, 491.00, 997.00, 997.00
32972, 485.00, 989.00, 989.00
33004, 492.00, 999.00, 999.00
33035, 494.00, 1001.00, 1003.00
33069, 496.00, 1000.00, 999.00
33100, 494.00, 1001.00, 1002.00
33134, 494.00, 998.00, 1001.00
33166, 491.00, 996.00, 997.00
33198, 486.00, 994.00, 994.00
33228, 492.00, 994.00, 995.00
33260, 489.00, 996.00, 998.00
33291, 489.00, 992.00, 997.00
33323, 489.00, 997.00, 999.00
33353, 496.00, 999.00, 997.00
33384, 496.00, 1000.00, 1000.00
33418, 488.00, 999.00, 1001.00
33449, 497.00, 997.00, 1001.00
33482, 493.00, 995.00, 995.00
33513, 492.00, 993.00, 995.00
33545, 494.00, 997.00, 998.00
33575, 490.00, 992.00, 996.00
33607, 491.00, 996.00, 998.00
33638, 485.00, 990.00, 992.00
33670, 490.00, 997.00, 997.00
33700, 491.00, 998.00, 998.00
33732, 492.00, 993.00, 995.00
33763, 490.00, 996.00, 1001.00
33796, 486.00, 995.00, 998.00
33826, 487.00, 992.00, 995.00
33858, 490.00, 991.00, 993.00
33889, 495.00, 994.00, 995.00
33921, 495.00, 998.00, 996.00
33951, 494.00, 995.00, 995.00
33982, 493.00, 999.00, 997.00
34014, 496.00, 997.00, 997.00
34044, 498.00, 998.00, 1001.00
34077, 490.00, 996.00, 998.00
34108, 490.00, 997.00, 998.00
34140, 488.00, 991.00, 991.00
34170, 493.00, 999.00, 997.00
34202, 489.00, 1000.00, 1006.00
34235, 493.00, 997.00, 1000.00
34268, 492.00, 1000.00, 1000.00
34300, 491.00, 997.00, 998.00
34332, 495.00, 997.00, 997.00
34363, 494.00, 996.00, 999.00
34395, 491.00, 997.00, 997.00
34425, 492.00, 997.00, 998.00
34457, 487.00, 992.00, 996.00
34488, 490.00, 995.00, 993.00
34520, 497.00, 993.00, 1001.00
34551, 492.00, 995.00, 1001.00
34583, 493.00, 997.00, 994.00
34615, 493.00, 996.00, 997.00
34646, 493.00, 997.00, 1000.00
34678, 494.00, 997.00, 995.00
34709, 495.00, 997.00, 997.00
34741, 491.00, 994.00, 993.00
34771, 493.00, 994.00, 996.00
34803, 493.00, 997.00, 1000.00
34835, 489.00, 993.00, 997.00
34867, 490.00, 993.00, 1000.00
34898, 492.00, 995.00, 995.00
34930, 491.00, 995.00, 992.00
34961, 488.00, 992.00, 1000.00
34994, 493.00, 995.00, 997.00
35024, 487.00, 996.00, 991.00
35056, 493.00, 995.00, 998.00
35087, 496.00, 996.00, 1000.00
35120, 501.00, 1003.00, 999.00
35151, 493.00, 994.00, 996.00
35182, 484.00, 986.00, 991.00
35214, 492.00, 991.00, 997.00
35245, 498.00, 998.00, 998.00
35276, 491.00, 991.00, 996.00
35307, 490.00, 992.00, 994.00
35339, 492.00, 993.00, 992.00
35369, 491.00, 998.00, 1000.00
35402, 494.00, 998.00, 1001.00
35434, 492.00, 998.00, 1000.00
35467, 491.00, 989.00, 996.00
35497, 493.00, 998.00, 999.00
35529, 498.00, 1000.00, 1000.00
35562, 492.00, 997.00, 1000.00
35595, 493.00, 992.00, 994.00
35625, 493.00, 993.00, 1000.00
35658, 492.00, 996.00, 998.00
35689, 491.00, 997.00, 995.00
35721, 494.00, 999.00, 997.00
35751, 492.00, 996.00, 997.00
35782, 498.00, 0.00, 999.00
35812, 488.00, 0.00, 987.00
35841, 486.00, 0.00, 996.00
35870, 496.00, 0.00, 997.00
35899, 493.00, 0.00, 996.00
35929, 489.00, 0.00, 998.00
35957, 485.00, 0.00, 986.00
35987, 491.00, 0.00, 993.00
36016, 488.00, 0.00, 990.00
36044, 481.00, 0.00, 986.00
36074, 490.00, 0.00, 992.00
36103, 493.00, 0.00, 1002.00
36133, 494.00, 0.00, 994.00
36162, 495.00, 0.00, 1000.00
36193, 487.00, 0.00, 993.00
36221, 490.00, 0.00, 998.00
36251, 490.00, 0.00, 996.00
36280, 493.00, 0.00, 996.00
36308, 487.00, 0.00, 992.00
36338, 493.00, 0.00, 995.00
36367, 492.00, 0.00, 995.00
36397, 490.00, 0.00, 993.00
36425, 488.00, 0.00, 991.00
36455, 492.00, 0.00, 992.00
36484, 493.00, 0.00, 995.00
36512, 489.00, 0.00, 996.00
36542, 485.00, 0.00, 989.00
36571, 492.00, 0.00, 996.00
36600, 492.00, 0.00, 995.00
36629, 494.00, 0.00, 997.00
36659, 488.00, 0.00, 992.00
36687, 492.00, 0.00, 992.00
36717, 489.00, 0.00, 994.00
36746, 492.00, 0.00, 998.00
36774, 476.00, 0.00, 983.00
36804, 492.00, 0.00, 994.00
36833, 490.00, 0.00, 992.00
36862, 488.00, 0.00, 995.00
36891, 489.00, 0.00, 991.00
36921, 492.00, 0.00, 998.00
36950, 489.00, 0.00, 992.00
36978, 486.00, 0.00, 995.00
37008, 484.00, 0.00, 989.00
37037, 493.00, 0.00, 997.00
37066, 488.00, 0.00, 990.00
37095, 492.00, 0.00, 995.00
37125, 487.00, 0.00, 992.00
37153, 487.00, 0.00, 992.00
37183, 485.00, 0.00, 990.00
37212, 488.00, 0.00, 994.00
37240, 486.00, 0.00, 993.00
37270, 489.00, 0.00, 994.00
37299, 488.00, 0.00, 993.00
37328, 491.00, 0.00, 997.00
37357, 485.00, 0.00, 994.00
37387, 490.00, 0.00, 994.00
37415, 483.00, 0.00, 987.00
37444, 492.00, 0.00, 995.00
37474, 490.00, 0.00, 995.00
37502, 491.00, 0.00, 992.00
37532, 486.00, 0.00, 989.00
37561, 486.00, 0.00, 992.00
37591, 486.00, 0.00, 996.00
37619, 492.00, 0.00, 996.00
37649, 487.00, 0.00, 993.00
37678, 491.00, 0.00, 994.00
37706, 490.00, 0.00, 992.00
37736, 484.00, 0.00, 987.00
37765, 492.00, 0.00, 1000.00
37795, 493.00, 0.00, 997.00
37824, 487.00, 0.00, 993.00
37854, 492.00, 0.00, 997.00
37882, 490.00, 0.00, 998.00
37911, 493.00, 0.00, 997.00
37941, 487.00, 0.00, 992.00
37969, 486.00, 0.00, 997.00
37999, 487.00, 0.00, 992.00
38028, 489.00, 0.00, 992.00
38057, 491.00, 0.00, 993.00
38086, 489.00, 0.00, 995.00
38116, 488.00, 0.00, 993.00
38145, 490.00, 0.00, 995.00
38173, 484.00, 0.00, 991.00
38203, 489.00, 0.00, 998.00
38232, 485.00, 0.00, 992.00
38261, 487.00, 0.00, 993.00
38290, 489.00, 0.00, 991.00
38320, 491.00, 0.00, 997.00
38348, 489.00, 0.00, 992.00
38377, 491.00, 0.00, 992.00
38407, 488.00, 0.00, 989.00
38435, 489.00, 0.00, 995.00
38465, 477.00, 0.00, 0.00
38492, 487.00, 0.00, 0.00
38519, 490.00, 0.00, 0.00
38546, 489.00, 0.00, 0.00
38573, 489.00, 0.00, 0.00
38600, 483.00, 0.00, 991.00
38629, 490.00, 0.00, 995.00
38659, 487.00, 0.00, 991.00
38687, 492.00, 0.00, 995.00
38717, 489.00, 0.00, 993.00
38746, 490.00, 0.00, 997.00
38774, 481.00, 0.00, 989.00
38804, 490.00, 0.00, 997.00
38833, 489.00, 0.00, 993.00
38862, 480.00, 0.00, 986.00
38891, 487.00, 0.00, 992.00
38921, 490.00, 0.00, 994.00
38949, 490.00, 0.00, 996.00
38979, 487.00, 0.00, 1000.00
39009, 484.00, 0.00, 990.00
39037, 491.00, 0.00, 994.00
39067, 489.00, 0.00, 994.00
39096, 489.00, 0.00, 995.00
39126, 483.00, 0.00, 988.00
39154, 490.00, 0.00, 996.00
39184, 485.00, 0.00, 995.00
39213, 492.00, 0.00, 992.00
39241, 480.00, 0.00, 989.00
39271, 491.00, 0.00, 994.00
39300, 489.00, 0.00, 994.00
39329, 492.00, 0.00, 994.00
39358, 483.00, 0.00, 989.00
39388, 489.00, 0.00, 995.00
39416, 490.00, 0.00, 996.00
39446, 483.00, 0.00, 990.00
39475, 488.00, 0.00, 991.00
39503, 487.00, 0.00, 996.00
39533, 488.00, 0.00, 998.00
39562, 485.00, 0.00, 996.00
39591, 480.00, 0.00, 981.00
39620, 490.00, 0.00, 996.00
39650, 488.00, 0.00, 998.00
